aid,aidtype,aidname,aiddesc,aidsrcid,aidsrcname,aidextid,aidmdate,cids,sids,geneids,aidcategories,protacxns,depcatg,pmids,rnai,dois,ecs,repacxns,annotation
1190291,100,Oral bioavailability in rat at 5 mg/kg,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462182,20181006,"71728054,89793496,89793516,89795553","312378107,312378117,312378119,312378121",NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190292,100,Oral bioavailability in dog at 5 mg/kg,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462183,20181006,"71728054,89793516","312378117,312378121",NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190293,2,Antiproliferative activity against human HT1080 cells after 72 hrs by SRB method,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462184,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190294,100,Antiproliferative activity against human HT1080 cells after 72 hrs by SRB method in presence on NMN,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462185,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190295,2,Antiproliferative activity against human PC3 cells after 72 hrs by SRB method,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462186,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190296,100,Antiproliferative activity against human PC3 cells after 72 hrs by SRB method in presence on NMN,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462187,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190297,2,Antiproliferative activity against human HCT116 cells after 72 hrs by SRB method,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462188,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190298,100,Antiproliferative activity against human HCT116 cells after 72 hrs by SRB method in presence on NMN,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462189,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190300,100,"Toxicity in NCR mouse xenografted with human HT1080 cells assessed as body weight loss at 50 mg/kg, po bid administered for 5 days measured after 16 days","Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462191,20181006,89793516,312378121,NULL,Toxicity,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190301,100,"Antitumor activity against human HT1080 cells xenografted in NCR mouse at 50 mg/kg, po bid administered for 5 days measured after 16 days relative to vehicle-treated control","Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462192,20200625,89793516,312378121,NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1190302,100,Antiproliferative activity against human A2780 cells after 72 hrs by SRB method in presence on NMN,"Title: Identification of nicotinamide phosphoribosyltransferase (NAMPT) inhibitors with no evidence of CYP3A4 time-dependent inhibition and improved aqueous solubility._|__|_Abstract: Herein we report the optimization efforts to ameliorate the potent CYP3A4 time-dependent inhibition (TDI) and low aqueous solubility exhibited by a previously identified lead compound from our NAMPT inhibitor program (1, GNE-617). Metabolite identification studies pinpointed the imidazopyridine moiety present in 1 as the likel",43,ChEMBL,1462193,20181006,"68276577,68277248,68277935,71726495,71727460,71727683,71727801,71727928,71728054,71728058,71818876,89785082,89793496,89793516,89793519,89793535,89795476,89795479,89795484,89795501,89795553,89795596,89795599,89795666,89795715,89795796,90012681,90012714,118160922,118193528,118193544,118726259,118726260","174487940,174518843,174518845,174518847,312378096,312378097,312378098,312378099,312378100,312378101,312378102,312378103,312378104,312378105,312378106,312378107,312378108,312378109,312378110,312378111,312378112,312378113,312378114,312378115,312378116,312378117,312378118,312378119,312378120,312378121,312378122,312378123,312378124",NULL,NULL,NULL,Curation Efforts|Research and Development,25556090,0,10.1016/j.bmcl.2014.12.026,NULL,NULL,NULL
1215383,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes at 10 uM measured after 1.5 min in presence of 1 mM NADPH,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1482957,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215384,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes assessed as enzyme remaining activity at 10 uM measured after 1.5 min in presence of 1 mM NADPH,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1482958,20200624,9830209,312466424,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215385,2,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1482959,20200624,"60663,9830209","103229908,312466424",1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215386,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent glutathione,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492279,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215387,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent semicarbazide,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492280,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215388,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent potassium cyanide,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492281,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215389,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent methyl hydroxylamine,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492282,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215390,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent N-acetyl cysteine,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492283,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215391,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent N-acetyl lysine,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492284,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215392,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent superoxide dismutase,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492285,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215393,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent catalase,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492286,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215394,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes in presence of 1 mM NADPH and 1 mM nucleophilic trapping agent dimethyl pyrroline N-oxide,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492287,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215395,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes assessed as decrease in CYP3A4-CO binding at 10 uM preincubated for 5 mins measured after 12 hrs by LC-tandem mass spectrometry analysis in presence of 1 mM NADPH,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492288,20200624,"60663,9830209","103229908,312466424",1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215396,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes assessed as decrease in CYP3A4-CO binding at 10 uM preincubated for 5 mins measured after overnight washout with 100 mM potassium phosphate buffer by LC-tandem mass spectrometry an,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492289,20200624,"60663,9830209","103229908,312466424",1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1215399,100,Inhibition of recombinant CYP3A4 (unknown origin) expressed in baculosomes assessed as decrease in heme level at 10 uM preincubation for 5 mins by LC/UV/MS analysis in presence of 1 mM NADPH,"Title: Mechanism-based inactivation of cytochrome P450 3A4 by mibefradil through heme destruction._|__|_Abstract: Mibefradil (Posicor) was developed as a calcium channel blocker for the treatment of chronic hypertension. The compound was withdrawn from the market in 1998 because of the potential for rhabdomyolysis, renal failure, or bradycardia when it was coadministered with other drugs. Mibefradil has previously been shown to be a potent reversible (IC(50) = 0.3-2 &#x3BC;M) and mechanism-based (K(i) = 2.3",43,ChEMBL,1492292,20200624,60663,103229908,1576,NULL,P08684,Curation Efforts|Research and Development,21447734,0,10.1124/dmd.111.038505,"1.14.14.1,1.14.14.55,1.14.14.56,1.14.14.73",P08684,NULL
1217710,100,Covalent binding in human liver microsomes measured per mg of protein using radiolabelled compound at 10 uM after 1 hr incubation by liquid scintillation counting,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489419,20181007,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,392622,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103192563,103195217,103211583,103219094,103219164,103244854,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",NULL,NULL,NULL,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,NULL,NULL,NULL
1217711,100,Metabolic activation in human liver microsomes assessed as [3H]GSH adduct formation rate measured per mg of protein at 100 uM by [3H]GSH trapping assay,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489420,20181007,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,392622,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103192563,103195217,103211583,103219094,103219164,103244854,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",NULL,NULL,NULL,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,NULL,NULL,NULL
1217727,100,Intrinsic clearance for reactive metabolites formation per mg of protein in human liver microsomes based on [3H]GSH adduct formation rate at 100 uM by [3H]GSH trapping assay,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489436,20181007,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,392622,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103192563,103195217,103211583,103219094,103219164,103244854,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",NULL,NULL,NULL,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,NULL,NULL,NULL
1217728,100,Intrinsic clearance for reactive metabolites formation per mg of protein based on cytochrome P450 (unknown origin) inactivation rate by TDI assay,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489437,20181007,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,392622,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103192563,103195217,103211583,103219094,103219164,103244854,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",NULL,NULL,NULL,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,NULL,NULL,NULL
1217729,100,Intrinsic clearance for reactive metabolites formation assessed as summation of [3H]GSH adduct formation rate-based reactive metabolites formation and cytochrome P450 (unknown origin) inactivation rate-based reactive metabolites formation,"Title: Combination of GSH trapping and time-dependent inhibition assays as a predictive method of drugs generating highly reactive metabolites._|__|_Abstract: Covalent binding (CB) of reactive metabolites (RMs) is potentially involved in severe adverse drug reactions. Because the CB assay is of low throughput and costly, a qualitative trapping assay using agents such as [(35)S]GSH is often performed in the early stages of drug discovery. However, trapping methods alone cannot replace the CB assay. We hypoth",43,ChEMBL,1489438,20181007,"1775,1935,1983,2162,2165,2333,2519,2520,2554,2662,3033,3121,3152,3386,3397,3440,3696,3715,4463,4829,4913,4946,5329,5472,5717,5733,5991,6009,12560,38409,54687,60606,60823,60846,77999,149096,158781,392622,2733526,54678486,135398737,135398745","103163840,103164240,103164546,103164951,103165325,103165562,103165728,103165751,103165765,103166276,103167682,103170100,103172304,103172342,103175312,103177753,103177883,103178971,103178995,103181002,103181943,103183576,103184980,103189005,103190631,103191369,103192563,103195217,103211583,103219094,103219164,103244854,103292815,103513016,103532317,103554720,103558519,103724173,104234145,104234199,104234246,123083185",NULL,NULL,NULL,Curation Efforts|Research and Development,21467212,0,10.1124/dmd.111.039180,NULL,NULL,NULL
1231898,100,"Net efflux ratio, ratio of efflux ratio of pig LLC-PK1 cells expressing MDR1 to efflux ratio of wild type pig LLC-PK1 cells at 1 uM after 3 hrs by LC/MS/MS analysis","Title: Optimization of 2,4-diamino-5-fluoropyrimidine derivatives as protein kinase C theta inhibitors with mitigated time-dependent drug-drug interactions and P-gp liability._|__|_Abstract: Protein kinase C theta (PKC&#x3B8;) plays a critical role in T cell signaling and has therapeutic potential for T cell-mediated diseases such as transplant rejection and rheumatoid arthritis. Here, a series of 2,4-diamino-5-fluoropyrimidine derivatives were prepared and evaluated for their inhibition of PKC&#x3B8;. Of t",43,ChEMBL,1500452,20200624,"68665038,122180028,122180029,122180030,122180031,122180032,122180033,122180034,122180035,122180036,122180037,122180038,122180039,122180040,122180041","318375076,318375077,318375078,318375079,318375080,318375081,318375082,318375083,318375084,318375085,318375086,318375087,318375088,318375089,318375090",NULL,NULL,NULL,Curation Efforts|Research and Development,25982074,0,10.1016/j.bmc.2015.04.050,NULL,NULL,NULL
